"MINISTERIO DE EDUCACIÓN, CIENCIA Y TECNOLOGÍA","","","","","","",""
"DIRECCIÓN NACIONAL DE EDUCACIÓN SUPERIOR","","","","","","",""
"DEPARTAMENTO DE GESTIÓN DE LA INFORMACIÓN Y ESTADÍSTICAS","","","","","","",""
"","","","","","","",""
"POBLACIÓN GRADUADA EN EDUCACIÓN SUPERIOR. EL SALVADOR  AÑO 2022","","","","","","",""
"","","","","","","",""
"FUENTE: Dirección Nacional de Educación Superior. Reporte 2022 SNIEES","","","","","","",""
"INSTITUCIÓN DE EDUCACIÓN SUPERIOR","SECTOR","DEPARTAMENTO","GRADO ACADÉMICO","CARRERA","FEMENINO","MASCULINO","TOTAL"
"UNIVERSIDAD DE EL SALVADOR,SAN MIGUEL","PÚBLICO","San Miguel","LICENCIATURA","LICENCIATURA EN LETRAS","3","1","4"
"UNIVERSIDAD DE ORIENTE","PRIVADO","San Miguel","LICENCIATURA","LICENCIATURA EN LETRAS","0","0","0"
"UNIVERSIDAD DE EL SALVADOR","PÚBLICO","San Salvador","LICENCIATURA","LICENCIATURA EN LETRAS","50","29","79"
"INSTITUTO ESPECIALIZADO DE NIVEL SUPERIOR CENTRO CULTURAL SALVADOREÑO AMERICANO","PRIVADO","San Salvador","LICENCIATURA","LICENCIATURA EN LINGUISTICA APLICADA CON ESPECIALIDAD EN INGLÉS COMO LENGUA EXTRANJERA","24","21","45"
"UNIVERSIDAD DE EL SALVADOR,SAN MIGUEL","PÚBLICO","San Miguel","LICENCIATURA","LICENCIATURA EN MATEMATICA","7","6","13"
"UNIVERSIDAD DE EL SALVADOR","PÚBLICO","San Salvador","LICENCIATURA","LICENCIATURA EN MATEMATICA","17","15","32"
"UNIVERSIDAD DE EL SALVADOR","PÚBLICO","San Salvador","LICENCIATURA","LICENCIATURA EN MATEMATICA OPCION ALGEBRA-ANALISIS","0","0","0"
"UNIVERSIDAD DE EL SALVADOR","PÚBLICO","San Salvador","LICENCIATURA","LICENCIATURA EN MATEMÁTICA OPCIÓN ESTADÍSTICA Y COMPUTACIÓN","0","0","0"
"UNIVERSIDAD DE ORIENTE","PRIVADO","San Miguel","LICENCIATURA","LICENCIATURA EN MEDICINA VETERINARIA","10","13","23"
"UNIVERSIDAD SALVADOREÑA ALBERTO MASFERRER","PRIVADO","San Salvador","LICENCIATURA","LICENCIATURA EN MEDICINA VETERINARIA Y ZOOTECNIA","7","2","9"
"UNIVERSIDAD DE EL SALVADOR","PÚBLICO","San Salvador","LICENCIATURA","LICENCIATURA EN MEDICINA VETERINARIA Y ZOOTECNIA","16","7","23"
"UNIVERSIDAD ALBERT EINSTEIN","PRIVADO","La Libertad","LICENCIATURA","LICENCIATURA EN MERCADEO","0","0","0"
"UNIVERSIDAD CENTROAMERICANA JOSE SIMEON CAÑAS","PRIVADO","La Libertad","LICENCIATURA","LICENCIATURA EN MERCADEO","69","31","100"
"UNIVERSIDAD DOCTOR ANDRES BELLO","PRIVADO","San Salvador","LICENCIATURA","LICENCIATURA EN MERCADEO","10","4","14"
"UNIVERSIDAD DOCTOR ANDRES BELLO, REGIONAL CHALATENANGO","PRIVADO","Chalatenango","LICENCIATURA","LICENCIATURA EN MERCADEO","12","7","19"
"UNIVERSIDAD DOCTOR ANDRES BELLO, REGIONAL SAN MIGUEL","PRIVADO","San Miguel","LICENCIATURA","LICENCIATURA EN MERCADEO","8","5","13"
"UNIVERSIDAD DOCTOR ANDRES BELLO, REGIONAL SONSONATE","PRIVADO","Sonsonate","LICENCIATURA","LICENCIATURA EN MERCADEO","17","10","27"
"UNIVERSIDAD PEDAGOGICA DE EL SALVADOR","PRIVADO","San Salvador","LICENCIATURA","LICENCIATURA EN MERCADEO","17","10","27"
"UNIVERSIDAD SALVADOREÑA ALBERTO MASFERRER","PRIVADO","San Salvador","LICENCIATURA","LICENCIATURA EN MERCADEO","8","7","15"
"UNIVERSIDAD TECNOLOGICA DE EL SALVADOR","PRIVADO","San Salvador","LICENCIATURA","LICENCIATURA EN MERCADEO","115","60","175"
"UNIVERSIDAD DE EL SALVADOR","PÚBLICO","San Salvador","LICENCIATURA","LICENCIATURA EN MERCADEO","111","40","151"
"UNIVERSIDAD TECNOLOGICA DE EL SALVADOR","PRIVADO","San Salvador","LICENCIATURA","LICENCIATURA EN MERCADEO CON ÉNFASIS EN IDIOMA INGLÉS","34","24","58"
"UNIVERSIDAD DE EL SALVADOR,SAN MIGUEL","PÚBLICO","San Miguel","LICENCIATURA","LICENCIATURA EN MERCADEO INTERNACIONAL","25","11","36"
"UNIVERSIDAD DE EL SALVADOR","PÚBLICO","San Salvador","LICENCIATURA","LICENCIATURA EN MERCADEO INTERNACIONAL","0","0","0"
"UNIVERSIDAD DE EL SALVADOR","PÚBLICO","San Salvador","LICENCIATURA","LICENCIATURA EN MERCADEO INTERNACIONAL- NO PRESENCIAL","10","7","17"
"UNIVERSIDAD TECNOLOGICA DE EL SALVADOR","PRIVADO","San Salvador","LICENCIATURA","LICENCIATURA EN MERCADEO NO PRESENCIAL","31","14","45"
"UNIVERSIDAD CATOLICA DE EL SALVADOR","PRIVADO","Santa Ana","LICENCIATURA","LICENCIATURA EN MERCADEO Y NEGOCIOS INTERNACIONALES","50","21","71"
"UNIVERSIDAD CATOLICA DE EL SALVADOR - ILOBASCO","PRIVADO","Cabañas","LICENCIATURA","LICENCIATURA EN MERCADEO Y NEGOCIOS INTERNACIONALES","14","8","22"
"UNIVERSIDAD CAPITAN GENERAL GERARDO BARRIOS","PRIVADO","San Miguel","LICENCIATURA","LICENCIATURA EN MERCADOTECNIA","40","14","54"
"UNIVERSIDAD CAPITAN GENERAL GERARDO BARRIOS, REGIONAL USULUTAN","PRIVADO","Usulutan","LICENCIATURA","LICENCIATURA EN MERCADOTECNIA","4","11","15"
"UNIVERSIDAD DE ORIENTE","PRIVADO","San Miguel","LICENCIATURA","LICENCIATURA EN MERCADOTECNIA","27","10","37"
"UNIVERSIDAD DE ORIENTE","PRIVADO","San Miguel","LICENCIATURA","LICENCIATURA EN MERCADOTECNIA","0","0","0"
"UNIVERSIDAD DON BOSCO","PRIVADO","San Salvador","LICENCIATURA","LICENCIATURA EN MERCADOTECNIA","33","11","44"
"UNIVERSIDAD DR. JOSE MATIAS DELGADO","PRIVADO","La Libertad","LICENCIATURA","LICENCIATURA EN MERCADOTECNIA","35","20","55"
"UNIVERSIDAD EVANGELICA DE EL SALVADOR","PRIVADO","San Salvador","LICENCIATURA","LICENCIATURA EN MERCADOTECNIA","12","6","18"
"UNIVERSIDAD MODULAR ABIERTA","PRIVADO","San Salvador","LICENCIATURA","LICENCIATURA EN MERCADOTECNIA","6","9","15"
"UNIVERSIDAD MODULAR ABIERTA, REGIONAL SAN MIGUEL","PRIVADO","San Miguel","LICENCIATURA","LICENCIATURA EN MERCADOTECNIA","0","1","1"
"UNIVERSIDAD MODULAR ABIERTA, REGIONAL SANTA ANA","PRIVADO","Santa Ana","LICENCIATURA","LICENCIATURA EN MERCADOTECNIA","18","9","27"
"UNIVERSIDAD MODULAR ABIERTA, REGIONAL SONSONATE","PRIVADO","Sonsonate","LICENCIATURA","LICENCIATURA EN MERCADOTECNIA","5","0","5"
"UNIVERSIDAD PANAMERICANA","PRIVADO","San Salvador","LICENCIATURA","LICENCIATURA EN MERCADOTECNIA","5","3","8"
"UNIVERSIDAD PANAMERICANA, REGIONAL AHUACHAPAN","PRIVADO","Ahuachapán","LICENCIATURA","LICENCIATURA EN MERCADOTECNIA","17","10","27"
"UNIVERSIDAD PANAMERICANA, REGIONAL SAN VICENTE","PRIVADO","San Vicente","LICENCIATURA","LICENCIATURA EN MERCADOTECNIA","11","3","14"
"UNIVERSIDAD POLITECNICA DE EL SALVADOR","PRIVADO","San Salvador","LICENCIATURA","LICENCIATURA EN MERCADOTECNIA","5","2","7"
"UNIVERSIDAD FRANCISCO GAVIDIA","PRIVADO","San Salvador","LICENCIATURA","LICENCIATURA EN MERCADOTECNIA Y PUBLICIDAD","26","63","89"
"UNIVERSIDAD FRANCISCO GAVIDIA Regional Santa Ana","PRIVADO","Santa Ana","LICENCIATURA","LICENCIATURA EN MERCADOTECNIA Y PUBLICIDAD","4","2","6"
"UNIVERSIDAD FRANCISCO GAVIDIA","PRIVADO","San Salvador","LICENCIATURA","LICENCIATURA EN MERCADOTECNIA Y PUBLICIDAD (NO PRESENCIAL)","8","12","20"
"UNIVERSIDAD DR. JOSE MATIAS DELGADO","PRIVADO","La Libertad","LICENCIATURA","LICENCIATURA EN MÚSICA","0","0","0"
"UNIVERSIDAD TECNOLOGICA DE EL SALVADOR","PRIVADO","San Salvador","LICENCIATURA","LICENCIATURA EN NEGOCIOS INTERNACIONALES","28","21","49"
"UNIVERSIDAD DOCTOR ANDRES BELLO, REGIONAL CHALATENANGO","PRIVADO","Chalatenango","LICENCIATURA","LICENCIATURA EN NUTRICION","20","2","22"
"UNIVERSIDAD DE EL SALVADOR","PÚBLICO","San Salvador","LICENCIATURA","LICENCIATURA EN NUTRICION","17","3","20"
"UNIVERSIDAD AUTONOMA DE SANTA ANA","PRIVADO","Santa Ana","LICENCIATURA","LICENCIATURA EN NUTRICIÓN","0","0","0"
"UNIVERSIDAD DOCTOR ANDRES BELLO","PRIVADO","San Salvador","LICENCIATURA","LICENCIATURA EN NUTRICIÓN","0","0","0"
"UNIVERSIDAD DOCTOR ANDRES BELLO, REGIONAL SAN MIGUEL","PRIVADO","San Miguel","LICENCIATURA","LICENCIATURA EN NUTRICIÓN","0","0","0"
"UNIVERSIDAD DOCTOR ANDRES BELLO, REGIONAL SONSONATE","PRIVADO","Sonsonate","LICENCIATURA","LICENCIATURA EN NUTRICIÓN","0","0","0"
"UNIVERSIDAD EVANGELICA DE EL SALVADOR","PRIVADO","San Salvador","LICENCIATURA","LICENCIATURA EN NUTRICION Y DIETETICA","33","8","41"
"UNIVERSIDAD CATOLICA DE EL SALVADOR","PRIVADO","Santa Ana","LICENCIATURA","LICENCIATURA EN NUTRICIÓN Y DIETÉTICA","0","0","0"
"UNIVERSIDAD DE EL SALVADOR","PÚBLICO","San Salvador","LICENCIATURA","LICENCIATURA EN OPTOMETRIA","12","4","16"
"UNIVERSIDAD PEDAGOGICA DE EL SALVADOR","PRIVADO","San Salvador","LICENCIATURA","LICENCIATURA EN ORIENTACION PROFESIONAL","0","0","0"
"UNIVERSIDAD DE EL SALVADOR","PÚBLICO","San Salvador","LICENCIATURA","LICENCIATURA EN PERIODISMO","76","48","124"
"UNIVERSIDAD FRANCISCO GAVIDIA","PRIVADO","San Salvador","LICENCIATURA","LICENCIATURA EN PERIODISMO MULTIMEDIA- NO PRESENCIAL","0","0","0"
"UNIVERSIDAD CATOLICA DE EL SALVADOR","PRIVADO","Santa Ana","LICENCIATURA","LICENCIATURA EN PERIODISMO Y COMUNICACIÓN AUDIOVISUAL","36","17","53"
"UNIVERSIDAD LUTERANA SALVADOREÑA","PRIVADO","San Salvador","LICENCIATURA","LICENCIATURA EN PSICOLOGÁA","0","0","0"
"UNIVERSIDAD CAPITAN GENERAL GERARDO BARRIOS","PRIVADO","San Miguel","LICENCIATURA","LICENCIATURA EN PSICOLOGIA","36","9","45"
"UNIVERSIDAD CENTROAMERICANA JOSE SIMEON CAÑAS","PRIVADO","La Libertad","LICENCIATURA","LICENCIATURA EN PSICOLOGIA","54","13","67"
"UNIVERSIDAD DE EL SALVADOR- SANTA ANA","PÚBLICO","Santa Ana","LICENCIATURA","LICENCIATURA EN PSICOLOGIA","39","109","148"
"UNIVERSIDAD DE ORIENTE","PRIVADO","San Miguel","LICENCIATURA","LICENCIATURA EN PSICOLOGIA","34","8","42"
"UNIVERSIDAD DR. JOSE MATIAS DELGADO","PRIVADO","La Libertad","LICENCIATURA","LICENCIATURA EN PSICOLOGIA","63","17","80"
"UNIVERSIDAD EVANGELICA DE EL SALVADOR","PRIVADO","San Salvador","LICENCIATURA","LICENCIATURA EN PSICOLOGIA","24","3","27"
"UNIVERSIDAD FRANCISCO GAVIDIA","PRIVADO","San Salvador","LICENCIATURA","LICENCIATURA EN PSICOLOGIA","18","52","70"
"UNIVERSIDAD MODULAR ABIERTA","PRIVADO","San Salvador","LICENCIATURA","LICENCIATURA EN PSICOLOGIA","41","11","52"
"UNIVERSIDAD MODULAR ABIERTA, REGIONAL SANTA ANA","PRIVADO","Santa Ana","LICENCIATURA","LICENCIATURA EN PSICOLOGIA","33","13","46"
"UNIVERSIDAD MODULAR ABIERTA, REGIONAL SONSONATE","PRIVADO","Sonsonate","LICENCIATURA","LICENCIATURA EN PSICOLOGIA","35","12","47"
"UNIVERSIDAD PEDAGOGICA DE EL SALVADOR","PRIVADO","San Salvador","LICENCIATURA","LICENCIATURA EN PSICOLOGIA","4","2","6"
"UNIVERSIDAD TECNOLOGICA DE EL SALVADOR","PRIVADO","San Salvador","LICENCIATURA","LICENCIATURA EN PSICOLOGIA","153","60","213"
"UNIVERSIDAD DE EL SALVADOR","PÚBLICO","San Salvador","LICENCIATURA","LICENCIATURA EN PSICOLOGIA","45","19","64"
"UNIVERSIDAD MODULAR ABIERTA, REGIONAL SAN MIGUEL","PRIVADO","San Miguel","LICENCIATURA","LICENCIATURA EN PSICOLOGÍA","5","14","19"
"INSTITUTO ESPECIALIZADO DE PROFESIONALES DE LA SALUD DE EL SALVADOR","PRIVADO","San Salvador","LICENCIATURA","LICENCIATURA EN PSICOLOGÍA DE LA SALUD","0","0","0"
"INSTITUTO ESPECIALIZADO DE PROFESIONALES DE LA SALUD, REGIONAL SAN MIGUEL","PRIVADO","San Miguel","LICENCIATURA","LICENCIATURA EN PSICOLOGÍA DE LA SALUD","0","0","0"
"INSTITUTO ESPECIALIZADO DE PROFESIONALES DE LA SALUD, REGIONAL SANTA ANA","PRIVADO","Santa Ana","LICENCIATURA","LICENCIATURA EN PSICOLOGÍA DE LA SALUD","0","0","0"
"UNIVERSIDAD NUEVA SAN SALVADOR","PRIVADO","San Salvador","LICENCIATURA","LICENCIATURA EN PUBLICIDAD Y RELACIONES PUBLICAS","3","2","5"
"UNIVERSIDAD DE EL SALVADOR- SANTA ANA","PÚBLICO","Santa Ana","LICENCIATURA","LICENCIATURA EN QUIMICA Y FARMACIA","0","0","0"
"UNIVERSIDAD DE EL SALVADOR,SAN MIGUEL","PÚBLICO","San Miguel","LICENCIATURA","LICENCIATURA EN QUIMICA Y FARMACIA","0","0","0"
"UNIVERSIDAD NUEVA SAN SALVADOR","PRIVADO","San Salvador","LICENCIATURA","LICENCIATURA EN QUIMICA Y FARMACIA","7","2","9"
"UNIVERSIDAD SALVADOREÑA ALBERTO MASFERRER","PRIVADO","San Salvador","LICENCIATURA","LICENCIATURA EN QUIMICA Y FARMACIA","12","3","15"
"UNIVERSIDAD DE EL SALVADOR","PÚBLICO","San Salvador","LICENCIATURA","LICENCIATURA EN QUIMICA Y FARMACIA","31","35","66"
"UNIVERSIDAD DOCTOR ANDRES BELLO","PRIVADO","San Salvador","LICENCIATURA","LICENCIATURA EN RADIOLOGIA E IMAGENES","71","49","120"
"UNIVERSIDAD DE EL SALVADOR","PÚBLICO","San Salvador","LICENCIATURA","LICENCIATURA EN RADIOLOGIA E IMAGENES","17","10","27"
"UNIVERSIDAD DR. JOSE MATIAS DELGADO","PRIVADO","La Libertad","LICENCIATURA","LICENCIATURA EN RELACIONES INTERNACIONALES","0","0","0"
"UNIVERSIDAD FRANCISCO GAVIDIA","PRIVADO","San Salvador","LICENCIATURA","LICENCIATURA EN RELACIONES INTERNACIONALES","19","63","82"
"UNIVERSIDAD FRANCISCO GAVIDIA Regional Santa Ana","PRIVADO","Santa Ana","LICENCIATURA","LICENCIATURA EN RELACIONES INTERNACIONALES","4","11","15"
"UNIVERSIDAD DE EL SALVADOR","PÚBLICO","San Salvador","LICENCIATURA","LICENCIATURA EN RELACIONES INTERNACIONALES","118","58","176"
"UNIVERSIDAD CATOLICA DE EL SALVADOR","PRIVADO","Santa Ana","LICENCIATURA","LICENCIATURA EN RELACIONES INTERNACIONALES Y COMERCIO EXTERIOR","0","0","0"
"UNIVERSIDAD DOCTOR ANDRES BELLO","PRIVADO","San Salvador","LICENCIATURA","LICENCIATURA EN RELACIONES PUBLICAS","12","4","16"
"UNIVERSIDAD DOCTOR ANDRES BELLO, REGIONAL CHALATENANGO","PRIVADO","Chalatenango","LICENCIATURA","LICENCIATURA EN RELACIONES PUBLICAS","23","2","25"
"UNIVERSIDAD EVANGELICA DE EL SALVADOR","PRIVADO","San Salvador","LICENCIATURA","LICENCIATURA EN RELACIONES PUBLICAS CON ESPECIALIDAD EN MARKETING","7","4","11"
"UNIVERSIDAD FRANCISCO GAVIDIA","PRIVADO","San Salvador","LICENCIATURA","LICENCIATURA EN RELACIONES PUBLICAS Y COMUNICACIONES","20","58","78"
"UNIVERSIDAD FRANCISCO GAVIDIA Regional Santa Ana","PRIVADO","Santa Ana","LICENCIATURA","LICENCIATURA EN RELACIONES PUBLICAS Y COMUNICACIONES","3","3","6"
"UNIVERSIDAD CAPITAN GENERAL GERARDO BARRIOS","PRIVADO","San Miguel","LICENCIATURA","LICENCIATURA EN RELACIONES Y NEGOCIOS INTERNACIONALES","0","0","0"
"UNIVERSIDAD CAPITAN GENERAL GERARDO BARRIOS","PRIVADO","San Miguel","LICENCIATURA","LICENCIATURA EN RELACIONES Y NEGOCIOS INTERNACIONALES","0","0","0"
"UNIVERSIDAD DE ORIENTE","PRIVADO","San Miguel","LICENCIATURA","LICENCIATURA EN RELACIONES Y NEGOCIOS INTERNACIONALES","0","0","0"
"UNIVERSIDAD EVANGELICA DE EL SALVADOR","PRIVADO","San Salvador","LICENCIATURA","LICENCIATURA EN RELACIONES Y NEGOCIOS INTERNACIONALES","19","35","54"
"UNIVERSIDAD DE EL SALVADOR","PÚBLICO","San Salvador","LICENCIATURA","LICENCIATURA EN SALUD MATERNO INFANTIL","27","3","30"
"UNIVERSIDAD FRANCISCO GAVIDIA Regional Santa Ana","PRIVADO","Santa Ana","LICENCIATURA","LICENCIATURA EN SISTEMAS DE COMPUTACION ADMINISTRATIVA","0","0","0"
"UNIVERSIDAD FRANCISCO GAVIDIA","PRIVADO","San Salvador","LICENCIATURA","LICENCIATURA EN SISTEMAS DE COMPUTACIÓN ADMINISTRATIVA-NO PRESENCIAL","5","1","6"
"UNIVERSIDAD FRANCISCO GAVIDIA","PRIVADO","San Salvador","LICENCIATURA","LICENCIATURA EN SISTEMAS INFORMÁTICOS","13","3","16"
"UNIVERSIDAD CATOLICA DE EL SALVADOR","PRIVADO","Santa Ana","LICENCIATURA","LICENCIATURA EN SISTEMAS INFORMÁTICOS ADMINISTRATIVOS","6","7","13"
"UNIVERSIDAD DE EL SALVADOR- SANTA ANA","PÚBLICO","Santa Ana","LICENCIATURA","LICENCIATURA EN SOCIOLOGIA","11","7","18"
"UNIVERSIDAD DE EL SALVADOR,SAN MIGUEL","PÚBLICO","San Miguel","LICENCIATURA","LICENCIATURA EN SOCIOLOGIA","6","12","18"
"UNIVERSIDAD DE ORIENTE","PRIVADO","San Miguel","LICENCIATURA","LICENCIATURA EN SOCIOLOGIA","0","0","0"
"UNIVERSIDAD DE EL SALVADOR","PÚBLICO","San Salvador","LICENCIATURA","LICENCIATURA EN SOCIOLOGIA","8","6","14"
"UNIVERSIDAD DR. JOSE MATIAS DELGADO","PRIVADO","La Libertad","LICENCIATURA","LICENCIATURA EN TECNOLOGIAS DE LA INFORMACIÓN","6","16","22"
"UNIVERSIDAD CENTROAMERICANA JOSE SIMEON CAÑAS","PRIVADO","La Libertad","LICENCIATURA","LICENCIATURA EN TEOLOGIA","4","20","24"
"UNIVERSIDAD LUTERANA SALVADOREÑA","PRIVADO","San Salvador","LICENCIATURA","LICENCIATURA EN TEOLOGIA","1","1","2"
"UNIVERSIDAD EVANGELICA DE EL SALVADOR","PRIVADO","San Salvador","LICENCIATURA","LICENCIATURA EN TEOLOGÍA","1","5","6"
"UNIVERSIDAD CRISTIANA DE LAS ASAMBLEAS DE DIOS","PRIVADO","San Salvador","LICENCIATURA","LICENCIATURA EN TEOLOGÍA CON ESPECIALIDAD EN MINISTERIO PASTORAL","0","0","0"
"UNIVERSIDAD CRISTIANA DE LAS ASAMBLEAS DE DIOS","PRIVADO","San Salvador","LICENCIATURA","LICENCIATURA EN TEOLOGIA ESPECIALIDAD EN MISIONOLOGIA","10","19","29"
"UNIVERSIDAD DON BOSCO","PRIVADO","San Salvador","LICENCIATURA","LICENCIATURA EN TEOLOGIA PASTORAL","1","18","19"
"UNIVERSIDAD DE EL SALVADOR, SAN VICENTE","PÚBLICO","San Vicente","LICENCIATURA","LICENCIATURA EN TRABAJO SOCIAL","48","73","121"
"UNIVERSIDAD DOCTOR ANDRES BELLO","PRIVADO","San Salvador","LICENCIATURA","LICENCIATURA EN TRABAJO SOCIAL","36","2","38"
"UNIVERSIDAD LUTERANA SALVADOREÑA","PRIVADO","San Salvador","LICENCIATURA","LICENCIATURA EN TRABAJO SOCIAL","55","9","64"
"UNIVERSIDAD LUTERANA SALVADOREÑA, REGIONAL CABAÑAS","PRIVADO","Cabañas","LICENCIATURA","LICENCIATURA EN TRABAJO SOCIAL","11","3","14"
"UNIVERSIDAD PANAMERICANA","PRIVADO","San Salvador","LICENCIATURA","LICENCIATURA EN TRABAJO SOCIAL","5","3","8"
"UNIVERSIDAD PANAMERICANA, REGIONAL AHUACHAPAN","PRIVADO","Ahuachapán","LICENCIATURA","LICENCIATURA EN TRABAJO SOCIAL","24","6","30"
"UNIVERSIDAD PANAMERICANA, REGIONAL SAN VICENTE","PRIVADO","San Vicente","LICENCIATURA","LICENCIATURA EN TRABAJO SOCIAL","11","10","21"
"UNIVERSIDAD PEDAGOGICA DE EL SALVADOR","PRIVADO","San Salvador","LICENCIATURA","LICENCIATURA EN TRABAJO SOCIAL","30","7","37"
"UNIVERSIDAD TECNOLOGICA DE EL SALVADOR","PRIVADO","San Salvador","LICENCIATURA","LICENCIATURA EN TRABAJO SOCIAL","0","0","0"
"UNIVERSIDAD DE EL SALVADOR","PÚBLICO","San Salvador","LICENCIATURA","LICENCIATURA EN TRABAJO SOCIAL","101","20","121"
"UNIVERSIDAD NUEVA SAN SALVADOR","PRIVADO","San Salvador","LICENCIATURA","LICENCIATURA EN TRABAJO SOCIAL CON ÉNFASIS EN DESARROLLO HUMANO","9","1","10"
"UNIVERSIDAD EVANGELICA DE EL SALVADOR","PRIVADO","San Salvador","LICENCIATURA","LICENCIATURA EN TRADUCCION E INTERPRETACION DEL IDIOMA INGLES","23","6","29"
"UNIVERSIDAD DE ORIENTE","PRIVADO","San Miguel","LICENCIATURA","LICENCIATURA EN TURISMO","0","0","0"
"UNIVERSIDAD DOCTOR ANDRES BELLO","PRIVADO","San Salvador","LICENCIATURA","LICENCIATURA EN TURISMO","17","4","21"
"UNIVERSIDAD DOCTOR ANDRES BELLO, REGIONAL CHALATENANGO","PRIVADO","Chalatenango","LICENCIATURA","LICENCIATURA EN TURISMO","3","0","3"
"UNIVERSIDAD DOCTOR ANDRES BELLO, REGIONAL SAN MIGUEL","PRIVADO","San Miguel","LICENCIATURA","LICENCIATURA EN TURISMO","8","2","10"
"UNIVERSIDAD DOCTOR ANDRES BELLO, REGIONAL SONSONATE","PRIVADO","Sonsonate","LICENCIATURA","LICENCIATURA EN TURISMO","19","3","22"
"UNIVERSIDAD DR. JOSE MATIAS DELGADO","PRIVADO","La Libertad","LICENCIATURA","LICENCIATURA EN TURISMO","20","6","26"
"UNIVERSIDAD SALVADOREÑA ALBERTO MASFERRER","PRIVADO","San Salvador","MAESTRÍA","MAESTRIA  EN GERENCIA SANITARIA DE EMERGENCIA Y DESASTRES","0","0","0"
"INSTITUTO SUPERIOR DE ECONOMIA Y ADMINISTRACION DE EMPRESAS","PRIVADO","La Libertad","MAESTRÍA","MAESTRIA EN ADMINISTRACION DE EMPRESAS","42","51","93"
"UNIVERSIDAD DE EL SALVADOR","PÚBLICO","San Salvador","MAESTRÍA","MAESTRIA EN ADMINISTRACION DE EMPRESAS","0","0","0"
"UNIVERSIDAD DR. JOSE MATIAS DELGADO","PRIVADO","La Libertad","MAESTRÍA","MAESTRIA EN ADMINISTRACIÓN DE EMPRESAS","0","8","8"
"UNIVERSIDAD PEDAGOGICA DE EL SALVADOR","PRIVADO","San Salvador","MAESTRÍA","MAESTRÍA EN ADMINISTRACIÓN DE LA EDUCACIÓN","43","11","54"
"UNIVERSIDAD TECNOLOGICA DE EL SALVADOR","PRIVADO","San Salvador","MAESTRÍA","MAESTRIA EN ADMINISTRACION DE NEGOCIOS","23","19","42"
"UNIVERSIDAD FRANCISCO GAVIDIA","PRIVADO","San Salvador","MAESTRÍA","MAESTRIA EN ADMINISTRACION DE NEGOCIOS ESPECIALIDAD EN COMERCIO ELECTRONICO  - SEMIPRESENCIAL","17","17","34"
"UNIVERSIDAD EVANGELICA DE EL SALVADOR","PRIVADO","San Salvador","MAESTRÍA","MAESTRIA EN ADMINISTRACION DE RECURSOS HUMANOS","1","0","1"
"UNIVERSIDAD EVANGELICA DE EL SALVADOR","PRIVADO","San Salvador","MAESTRÍA","MAESTRIA EN ADMINISTRACION DE RECURSOS HUMANOS - SEMIPRESENCIAL","19","7","26"
"UNIVERSIDAD DOCTOR ANDRES BELLO","PRIVADO","San Salvador","MAESTRÍA","MAESTRÍA EN ADMINISTRACIÓN DE SERVICIOS DE SALUD","29","6","35"
"UNIVERSIDAD DOCTOR ANDRES BELLO, REGIONAL CHALATENANGO","PRIVADO","Chalatenango","MAESTRÍA","MAESTRÍA EN ADMINISTRACIÓN DE SERVICIOS DE SALUD","5","6","11"
"UNIVERSIDAD DOCTOR ANDRES BELLO, REGIONAL SAN MIGUEL","PRIVADO","San Miguel","MAESTRÍA","MAESTRÍA EN ADMINISTRACIÓN DE SERVICIOS DE SALUD","9","4","13"
"UNIVERSIDAD DOCTOR ANDRES BELLO, REGIONAL SONSONATE","PRIVADO","Sonsonate","MAESTRÍA","MAESTRÍA EN ADMINISTRACIÓN DE SERVICIOS DE SALUD","0","0","0"
"UNIVERSIDAD DE EL SALVADOR","PÚBLICO","San Salvador","MAESTRÍA","MAESTRIA EN ADMINISTRACION DEL COMERCIO INTERNACIONAL","0","0","0"
"UNIVERSIDAD DE EL SALVADOR- SANTA ANA","PÚBLICO","Santa Ana","MAESTRÍA","MAESTRIA EN ADMINISTRACION FINANCIERA","18","6","24"
"UNIVERSIDAD DE EL SALVADOR,SAN MIGUEL","PÚBLICO","San Miguel","MAESTRÍA","MAESTRIA EN ADMINISTRACION FINANCIERA","2","0","2"
"UNIVERSIDAD DE ORIENTE","PRIVADO","San Miguel","MAESTRÍA","MAESTRIA EN ADMINISTRACION FINANCIERA","5","6","11"
"UNIVERSIDAD FRANCISCO GAVIDIA","PRIVADO","San Salvador","MAESTRÍA","MAESTRIA EN ADMINISTRACION FINANCIERA","2","7","9"
"UNIVERSIDAD TECNOLOGICA DE EL SALVADOR","PRIVADO","San Salvador","MAESTRÍA","MAESTRIA EN ADMINISTRACION FINANCIERA","15","26","41"
"UNIVERSIDAD DE EL SALVADOR","PÚBLICO","San Salvador","MAESTRÍA","MAESTRIA EN ADMINISTRACION FINANCIERA","9","18","27"
"UNIVERSIDAD DE EL SALVADOR, SAN VICENTE","PÚBLICO","San Vicente","MAESTRÍA","MAESTRÍA EN ADMINISTRACIÓN FINANCIERA","4","1","5"
"INSTITUTO ESPECIALIZADO DE NIVEL SUPERIOR ""ESCUELA MILITAR CAPITÁN GENERAL GERARDO BARRIOS""","PÚBLICO","La Libertad","MAESTRÍA","MAESTRIA EN ADMINISTRACION MILITAR","1","11","12"
